id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,origin_id,network_id,contents,complete
660,2024-04-17 10:55:13.359059,,,,,,f,,,"{""rows"": 15, ""round"": 1, ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 4.0, ""payoff"": 0.0, ""position"": [8, 1], ""motion_auto"": false, ""current_item"": {""id"": 4, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351307.730193}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 4.017112493515015, ""motion_speed_limit"": 8}, {""id"": ""1"", ""name"": ""Robert Manning"", ""color"": ""BLUE"", ""score"": 4.0, ""payoff"": 0.0, ""position"": [8, 1], ""motion_auto"": false, ""current_item"": {""id"": 4, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351307.7302094}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""left"", ""motion_timestamp"": 5.488257169723511, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [8, 1], ""score"": 4.0, ""payoff"": 0.0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 4.017112493515015, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 4, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351307.730193, ""remaining_uses"": 1}}, {""id"": ""1"", ""position"": [8, 1], ""score"": 4.0, ""payoff"": 0.0, ""color"": ""BLUE"", ""motion_auto"": false, ""motion_direction"": ""left"", ""motion_speed_limit"": 8, ""motion_timestamp"": 5.488257169723511, ""name"": ""Robert Manning"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 4, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351307.7302094, ""remaining_uses"": 1}}], ""round"": 1, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false}",t
1,2024-04-17 10:46:21.704113,,,,,,f,,,"{""type"": ""spawn item"", ""position"": [0, 0]}",event,1,1,,f
2,2024-04-17 10:46:21.725142,,,,,,f,,,"{""type"": ""spawn item"", ""position"": [4, 0]}",event,1,1,,f
3,2024-04-17 10:46:21.73402,,,,,,f,,,"{""type"": ""spawn item"", ""position"": [11, 1]}",event,1,1,,f
4,2024-04-17 10:54:59.467362,,,,,,f,,,"{""type"": ""connect"", ""player_id"": ""2"", ""server_time"": 1713351299.3760781}",event,2,1,,f
5,2024-04-17 10:54:59.477674,,,,,,f,,,"{""rows"": 15, ""items"": [{""id"": 0, ""item_id"": ""hare"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713350781.6688955}, {""id"": 1, ""item_id"": ""hare"", ""maturity"": 0.0, ""position"": [4, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713350781.720844}, {""id"": 2, ""item_id"": ""stag"", ""maturity"": 0.0, ""position"": [11, 1], ""remaining_uses"": 1, ""creation_timestamp"": 1713350781.7310584}], ""round"": 0, ""walls"": [], ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 0, ""payoff"": 0, ""position"": [1, 0], ""motion_auto"": false, ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351299.4621758}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 0, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [1, 0], ""score"": 0, ""payoff"": 0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 0, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351299.4621758, ""remaining_uses"": 1}}], ""round"": 0, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false, ""walls"": [], ""items"": [{""id"": 0, ""item_id"": ""hare"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713350781.6688955, ""remaining_uses"": 1}, {""id"": 1, ""item_id"": ""hare"", ""position"": [4, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713350781.720844, ""remaining_uses"": 1}, {""id"": 2, ""item_id"": ""stag"", ""position"": [11, 1], ""maturity"": 0.0, ""creation_timestamp"": 1713350781.7310584, ""remaining_uses"": 1}]}",t
6,2024-04-17 10:54:59.500679,,,,,,f,,,"{""rows"": 15, ""round"": 0, ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 0, ""payoff"": 0.0, ""position"": [1, 0], ""motion_auto"": false, ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351299.4621758}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 0, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [1, 0], ""score"": 0, ""payoff"": 0.0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 0, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351299.4621758, ""remaining_uses"": 1}}], ""round"": 0, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false}",t
7,2024-04-17 10:54:59.541209,,,,,,f,,,"{""rows"": 15, ""round"": 0, ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 0, ""payoff"": 0.0, ""position"": [1, 0], ""motion_auto"": false, ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351299.4621758}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 0, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [1, 0], ""score"": 0, ""payoff"": 0.0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 0, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351299.4621758, ""remaining_uses"": 1}}], ""round"": 0, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false}",t
8,2024-04-17 10:54:59.561234,,,,,,f,,,"{""rows"": 15, ""round"": 0, ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 0, ""payoff"": 0.0, ""position"": [1, 0], ""motion_auto"": false, ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351299.4621758}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 0, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [1, 0], ""score"": 0, ""payoff"": 0.0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 0, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351299.4621758, ""remaining_uses"": 1}}], ""round"": 0, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false}",t
9,2024-04-17 10:54:59.5925,,,,,,f,,,"{""rows"": 15, ""round"": 0, ""columns"": 15, ""players"": [{""id"": ""2"", ""name"": ""Heidi Miller"", ""color"": ""ORANGE"", ""score"": 0, ""payoff"": 0.0, ""position"": [1, 0], ""motion_auto"": false, ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""maturity"": 0.0, ""position"": [0, 0], ""remaining_uses"": 1, ""creation_timestamp"": 1713351299.4621758}, ""recruiter_id"": ""hotair"", ""identity_visible"": true, ""motion_direction"": ""right"", ""motion_timestamp"": 0, ""motion_speed_limit"": 8}], ""chat_visible"": false, ""others_visible"": false, ""donation_active"": false}",state,1,1,"{""players"": [{""id"": ""2"", ""position"": [1, 0], ""score"": 0, ""payoff"": 0.0, ""color"": ""ORANGE"", ""motion_auto"": false, ""motion_direction"": ""right"", ""motion_speed_limit"": 8, ""motion_timestamp"": 0, ""name"": ""Heidi Miller"", ""identity_visible"": true, ""recruiter_id"": ""hotair"", ""current_item"": {""id"": 3, ""item_id"": ""blank"", ""position"": [0, 0], ""maturity"": 0.0, ""creation_timestamp"": 1713351299.4621758, ""remaining_uses"": 1}}], ""round"": 0, ""donation_active"": false, ""rows"": 15, ""columns"": 15, ""chat_visible"": false, ""others_visible"": false}",t
